id,name,category,price,isOfferApplied,discountPercentage,priceAfterDiscount
,pants,Toys,558.66,FALSE,62.54,4518.3
,watch,Electronics,1679.25,TRUE,42.37,3283.3
,shirt,Clothing,1793.66,TRUE,21.48,4581.72
,socks,Electronics,217.47,TRUE,19.73,1966.61
,scarf,Books,4113.66,FALSE,95.91,1138.91
,belt,Books,3942.91,TRUE,94.78,4368.56
,hat,Books,3058.36,TRUE,22.65,3484.42
,shirt,Home Decor,4460.8,TRUE,13.22,4011.97
,scarf,Clothing,2220.39,TRUE,41.32,3328.63
,scarf,Toys,1455.59,FALSE,98.58,1383.65
,scarf,Books,4223.22,FALSE,30.08,2698.99
,shirt,Books,1872.81,TRUE,67.2,1469.52
,pants,Books,245.97,FALSE,94.77,2019.89
,shoes,Electronics,513.97,TRUE,96.56,2525.72
,scarf,Toys,4360.1,TRUE,32.69,1055.42
,jacket,Clothing,2597.61,FALSE,66,2773.68
,scarf,Home Decor,3915.48,TRUE,30.42,4383.59
,scarf,Toys,3007.13,FALSE,18.87,3325.93
,shirt,Books,3677.15,TRUE,19.1,1809.94
,pants,Sports Equipment,4836.09,TRUE,70.04,3882.41
,watch,Home Decor,3436.86,FALSE,77.67,3305.76
,jacket,Sports Equipment,2936.62,TRUE,74.79,820.65
,hat,Clothing,1316.58,FALSE,16.85,3393.11
,jacket,Books,4579.91,TRUE,55.37,1156.22
,belt,Electronics,4916.03,FALSE,44.96,4049.2
,shoes,Books,3058.68,TRUE,66.99,3977.21
,shirt,Books,569.72,FALSE,32.72,1585.18
,socks,Home Decor,1875.62,TRUE,3.01,234.43
,belt,Toys,421.9,TRUE,49.86,1237.72
,shirt,Books,1757.53,TRUE,73.15,776.8
,socks,Electronics,2894.76,FALSE,38.02,3530.64
,socks,Electronics,2342.79,FALSE,46.97,580.86
,shirt,Clothing,2392.82,FALSE,47.38,1510.61
,scarf,Electronics,2823.37,TRUE,60.96,1748.35
,socks,Toys,867.85,FALSE,58.78,3586.55
,scarf,Clothing,121.17,FALSE,56.69,631.12
,watch,Books,1987.62,FALSE,13.47,4625.83
,shirt,Home Decor,4612.17,TRUE,24.22,3323.99
,shoes,Home Decor,3389.84,TRUE,60.16,2210.49
,belt,Sports Equipment,4432.73,TRUE,97.71,378.7
,shoes,Electronics,1936.41,TRUE,23.19,3720.45
,shoes,Home Decor,3655.5,TRUE,28.33,3137.8
,shoes,Clothing,2965.44,FALSE,16.25,280.22
,shirt,Electronics,4935.31,TRUE,93.04,2271.97
,hat,Toys,2144.55,TRUE,32.21,1959.41
,belt,Clothing,4742.83,FALSE,15.52,3056.01
,gloves,Clothing,3950.96,TRUE,84.31,954.83
,shirt,Clothing,988.37,TRUE,2.2,1699.2
,belt,Home Decor,2578.78,TRUE,84.58,1677.46
,shoes,Books,3471.7,FALSE,29.79,975.97
,shirt,Toys,338.94,TRUE,47.08,2945.36
,gloves,Clothing,2677.02,FALSE,52.58,2964.12
,shoes,Electronics,3214.63,TRUE,75.48,660.82
,jacket,Sports Equipment,364.71,FALSE,14.41,4651.69
,pants,Home Decor,2512.92,TRUE,29.11,188.13
,watch,Home Decor,2042.52,FALSE,84.61,4129.82
,belt,Clothing,3492.94,FALSE,63.01,2695.93
,scarf,Home Decor,3818.8,FALSE,69.8,4069.76
,belt,Sports Equipment,3487.8,FALSE,77.89,3863.37
,jacket,Sports Equipment,401.97,FALSE,36.76,4428.8
,socks,Home Decor,1218.09,FALSE,74.74,3017.12
,shirt,Clothing,1724.54,TRUE,53.31,2680.97
,socks,Electronics,2525.87,TRUE,14.65,1761.83
,watch,Clothing,1429.95,FALSE,31.97,2200.23
,pants,Clothing,1701.36,FALSE,81.45,4191.32
,scarf,Sports Equipment,501.51,TRUE,90.05,1574.38
,shirt,Toys,1741.33,TRUE,62.74,4243.04
,watch,Clothing,767.91,FALSE,56.7,770.97
,hat,Sports Equipment,1268.39,FALSE,74.21,2464.92
,watch,Clothing,2037.59,TRUE,59.12,2907.08
,pants,Sports Equipment,1505.14,TRUE,17.94,1019.26
,belt,Toys,1507.31,FALSE,65.8,954.01
,shoes,Electronics,1599.65,TRUE,85.65,1230.22
,jacket,Clothing,4034.99,FALSE,17.88,3960.63
,socks,Home Decor,3881.99,FALSE,61.44,735.58
,pants,Home Decor,4323.06,TRUE,65.04,1903.78
,watch,Clothing,3039.53,FALSE,41.58,494.41
,gloves,Books,1871.6,FALSE,34.49,2155.5
,scarf,Books,2018.4,FALSE,10.45,4862.24
,scarf,Toys,4963.53,TRUE,29.18,4101.21
,hat,Clothing,4600.04,FALSE,60.76,2568.98
,scarf,Sports Equipment,629.4,TRUE,16.51,1196.28
,shirt,Clothing,1815.21,TRUE,48.4,4592.9
,watch,Sports Equipment,3186.61,TRUE,60.63,1634.98
,watch,Sports Equipment,2609.96,FALSE,30.02,2746.63
,pants,Books,2954.65,FALSE,40.92,1084.12
,shoes,Clothing,3003.01,TRUE,92.96,3961.35
,shirt,Sports Equipment,374.89,FALSE,41.52,2355.84
,shoes,Books,2725.61,TRUE,51.2,4022.68
,watch,Electronics,2474.72,FALSE,88.28,1293.95
,hat,Toys,2499.84,FALSE,47.05,4322.36
,shoes,Clothing,1274.39,FALSE,24.09,3305.14
,socks,Electronics,811.61,TRUE,62.76,4476.78
,watch,Books,3811.09,TRUE,36.64,3846.37
,scarf,Clothing,1473.1,TRUE,53.6,2074.57
,belt,Sports Equipment,3388.72,TRUE,3.97,4889.17
,pants,Electronics,1101.75,FALSE,67.93,1532.03
,gloves,Home Decor,4474.85,FALSE,6.4,3609.55
,pants,Toys,1702.45,TRUE,35.81,3133.84
,scarf,Toys,1003.62,FALSE,5.32,2126.64
,scarf,Home Decor,2335.81,TRUE,87.86,1409.53
,watch,Toys,3339.26,FALSE,31.75,381.58
,jacket,Electronics,3449.49,FALSE,93.08,4272.96
,belt,Toys,439.34,FALSE,31.49,1146.11
,socks,Books,804.63,TRUE,31.68,4276.7
,scarf,Sports Equipment,244.97,FALSE,23.05,3171.04
,pants,Sports Equipment,4715.72,FALSE,94.14,3440.17
,belt,Sports Equipment,4547.21,FALSE,56.98,1955.4
,hat,Books,2908.93,FALSE,73.14,2531.25
,jacket,Clothing,4041.8,TRUE,98.82,1667.5
,belt,Books,4028.16,FALSE,84.7,2548.68
,scarf,Clothing,1116.08,FALSE,1.82,1049.14
,jacket,Books,251.9,TRUE,93.47,2570.47
,watch,Books,1210.3,FALSE,98.44,3419.69
,socks,Home Decor,2616.21,TRUE,76.99,3370.34
,jacket,Sports Equipment,3578.16,FALSE,20.13,1499.78
,jacket,Books,4522.05,TRUE,46.16,1892.49
,belt,Toys,3634.94,FALSE,22.04,759.97
,socks,Home Decor,506.23,TRUE,8.35,3467.48
,shirt,Home Decor,472.37,TRUE,91.82,4707.83
,shirt,Sports Equipment,2290.13,FALSE,52.97,676.69
,shoes,Electronics,3349.03,FALSE,90.24,4530.92
,socks,Toys,1053.55,FALSE,9.21,1730.78
,watch,Sports Equipment,188.96,TRUE,30.64,4145.93
,gloves,Home Decor,2613.67,FALSE,21.78,3236.92
,watch,Clothing,2445,FALSE,10.54,1943.11
,shoes,Home Decor,1674.48,FALSE,90.41,1887.59
,shirt,Books,2769.37,TRUE,4.79,4292.04
,shoes,Home Decor,2094.75,TRUE,6.4,1892.31
,shirt,Electronics,4716.23,TRUE,50.57,3745.42
,gloves,Toys,334.26,TRUE,67.35,1856.13
,belt,Toys,1485.02,TRUE,90.8,667.06
,pants,Books,915,FALSE,87.09,2039.27
,shirt,Sports Equipment,2269.25,FALSE,71.46,3748.7
,socks,Toys,1461.94,FALSE,0.73,1983.65
,scarf,Electronics,2918.55,FALSE,38.63,2253.05
,belt,Home Decor,4740.74,FALSE,63.42,4808.17
,shirt,Home Decor,4602.79,FALSE,22.76,877.33
,jacket,Home Decor,3835.04,TRUE,97.24,3230.59
,watch,Sports Equipment,2723.27,FALSE,14.23,4299.8
,pants,Sports Equipment,4285.89,FALSE,32.53,1504.13
,scarf,Home Decor,1433.27,TRUE,81.31,2472.49
,watch,Books,3940.24,FALSE,61.68,3500.8
,shoes,Sports Equipment,4717.21,TRUE,68.39,854.44
,belt,Clothing,1052.79,TRUE,46.57,4588.53
,pants,Toys,3496.51,FALSE,94.5,1078.9
,watch,Electronics,2148.28,TRUE,53.13,3648.98
,scarf,Electronics,2975.38,TRUE,91.37,3956.72
,scarf,Home Decor,3970.93,FALSE,81.39,2141.09
,belt,Home Decor,3210.61,TRUE,23.48,4025.96
,hat,Electronics,4983.19,FALSE,51.03,481.76
,shoes,Electronics,4295.96,FALSE,16.88,303.32
,gloves,Books,967.31,TRUE,67.03,544.56
,shirt,Sports Equipment,4661.78,TRUE,97.2,27.04
,gloves,Home Decor,1165.45,TRUE,99,3448.91
,watch,Sports Equipment,836.56,TRUE,92.23,2663.58
,gloves,Clothing,4637.05,TRUE,92.45,1204.85
,gloves,Sports Equipment,4490.5,FALSE,81.25,799.19
,watch,Home Decor,1080.33,FALSE,20.18,611.51
,hat,Electronics,820.49,TRUE,6.28,3134.14
,belt,Clothing,3735.97,TRUE,64.21,4633.74
,socks,Electronics,2638.61,TRUE,63.19,3402.43
,hat,Home Decor,71.21,TRUE,55.82,2314.39
,hat,Home Decor,2764.23,FALSE,26.44,2157.83
,jacket,Home Decor,138.89,FALSE,42.36,2552.28
,shoes,Electronics,4205.32,TRUE,90.25,3179.86
,jacket,Electronics,2780.19,TRUE,19,2904.56
,jacket,Books,4928.95,TRUE,2.59,3308.09
,shoes,Clothing,656.49,TRUE,43.5,563.77
,belt,Toys,4166.24,FALSE,9.12,3472.2
,belt,Toys,3019.24,TRUE,27.59,3703.3
,watch,Clothing,4555.59,FALSE,86.04,1331.33
,belt,Home Decor,2670.67,TRUE,13.12,4501.61
,shirt,Toys,4725.46,FALSE,38.32,2730.96
,shoes,Sports Equipment,2932.62,TRUE,11.89,737.3
,watch,Clothing,4586.15,FALSE,8.36,850.72
,hat,Clothing,3101.74,FALSE,50.57,411.35
,jacket,Home Decor,2976.02,FALSE,88.13,4456.29
,shoes,Sports Equipment,4975.27,FALSE,50.81,2156.29
,scarf,Home Decor,4415.47,TRUE,30.16,1550.03
,watch,Electronics,3157.77,FALSE,74.07,170.07
,socks,Clothing,4328.39,FALSE,45.84,1062.6
,watch,Clothing,3400.49,FALSE,24.71,1724.09
,shoes,Sports Equipment,476.32,FALSE,25.23,4433.8
,socks,Clothing,1410.26,FALSE,52.26,168.16
,jacket,Clothing,2296.03,FALSE,3.95,2531.1
,shoes,Electronics,797.07,FALSE,29.52,838.9
,jacket,Electronics,2438.43,FALSE,36.39,364.45
,hat,Clothing,2354.82,TRUE,76.59,3570.27
,shirt,Clothing,1585.43,TRUE,5.66,4495.71
,socks,Clothing,623.8,TRUE,35.12,2360.41
,pants,Electronics,2686.05,FALSE,14.66,3916.85
,gloves,Sports Equipment,1173.93,TRUE,94.62,3455.65
,belt,Toys,4856.49,FALSE,36.31,1311.76
,jacket,Electronics,1323.79,FALSE,96.53,447.71
,socks,Clothing,3439.32,FALSE,62.01,47.32
,socks,Electronics,3641.19,TRUE,61.25,3823.97
,watch,Electronics,3548.18,FALSE,10.93,4058.18
,scarf,Electronics,3794.88,FALSE,56.66,1218.93
,socks,Home Decor,185.26,FALSE,70.48,610.6
,belt,Home Decor,2809.9,TRUE,39.22,3308.95
,jacket,Sports Equipment,4569.04,FALSE,86.67,1806.78
,watch,Home Decor,383.78,TRUE,99.73,4454.15
,shoes,Toys,3677.07,TRUE,87.71,1410.67
,jacket,Sports Equipment,1099.8,FALSE,92.17,56.96
,jacket,Toys,1247.34,TRUE,50.1,3135.35
,jacket,Electronics,2744.22,TRUE,41.24,1784.93
,socks,Books,3123.23,FALSE,35.2,1983.33
,hat,Clothing,4264.12,FALSE,46.65,1472.42
,jacket,Home Decor,11.54,TRUE,47.1,1767.53
,shoes,Home Decor,1227.65,TRUE,17.55,4574.18
,socks,Electronics,2632.2,FALSE,7.57,340.48
,scarf,Electronics,866.42,FALSE,45.68,1762.18
,socks,Home Decor,626.4,FALSE,67.24,2718.93
,watch,Clothing,555.75,FALSE,51.37,4395.37
,scarf,Toys,2027.67,TRUE,49.41,3143.49
,gloves,Electronics,1303.31,TRUE,2.19,452.39
,gloves,Sports Equipment,4436.88,TRUE,95.99,945.33
,shirt,Toys,2031.88,TRUE,96.87,3358.04
,belt,Sports Equipment,4575.76,FALSE,96.97,1554.74
,shirt,Toys,1322.69,TRUE,99.35,1747.57
,belt,Books,3358.9,TRUE,63.24,4976.09
,hat,Clothing,412.61,TRUE,21.63,2439.44
,gloves,Electronics,1915.72,FALSE,32.85,4733.65
,scarf,Books,1014.46,TRUE,87.92,248.24
,jacket,Home Decor,3597.71,TRUE,37.54,1915.37
,jacket,Clothing,3851.13,FALSE,38.39,4283.94
,shirt,Clothing,4504.89,FALSE,63.14,3242.18
,belt,Clothing,1308.65,TRUE,77.26,3266.86
,watch,Home Decor,4979.07,TRUE,35.21,3034.48
,belt,Clothing,524.94,FALSE,23.47,4819.29
,gloves,Home Decor,3136.3,TRUE,28.43,1603.25
,jacket,Home Decor,302.75,TRUE,69.42,4.44
,belt,Home Decor,1975.19,TRUE,72.59,4500.51
,gloves,Books,1565.46,FALSE,88.53,4061.13
,shoes,Electronics,425.07,FALSE,81.37,775.15
,hat,Home Decor,2851.76,FALSE,28.96,464.07
,shirt,Clothing,4142.78,FALSE,45.71,2285.19
,hat,Home Decor,2668.83,FALSE,67.64,488.33
,shirt,Books,18.84,TRUE,92.33,3516.1
,shirt,Home Decor,4748.71,FALSE,44.65,3774.12
,gloves,Books,3365.47,TRUE,0.58,3989.41
,gloves,Clothing,2714.23,FALSE,98.69,2374.01
,shoes,Books,2300.76,TRUE,92.37,2346.64
,socks,Books,4071.49,TRUE,38.76,1422.35
,gloves,Home Decor,944.54,TRUE,3.33,3547.76
,shoes,Clothing,2311.68,TRUE,78.03,2045.52
,shirt,Books,3901.74,TRUE,7.95,2755.88
,watch,Toys,2500.23,TRUE,24.3,1997.64
,watch,Toys,2194,FALSE,17.85,3618.95
,shirt,Electronics,1949.84,TRUE,41.44,638.01
,pants,Home Decor,3886.33,FALSE,5.3,3453.2
,scarf,Books,520.94,TRUE,31.24,1074.45
,hat,Toys,4161.17,FALSE,64.21,3666.96
,socks,Toys,1333.79,FALSE,0.93,2676.5
,pants,Sports Equipment,3133.37,TRUE,76.89,3676.67
,hat,Sports Equipment,2825.88,FALSE,8.71,1570.78
,gloves,Sports Equipment,110.88,FALSE,77.07,798.06
,shoes,Toys,453.28,TRUE,74.56,2762.37
,belt,Home Decor,30.1,TRUE,74.14,3665.27
,belt,Clothing,3512.56,FALSE,49.76,353.99
,scarf,Home Decor,3451.71,FALSE,43.84,201.33
,shoes,Electronics,289.8,TRUE,94.88,3077.3
,jacket,Sports Equipment,274.63,TRUE,76.65,4328.36
,scarf,Clothing,2096.02,TRUE,38.76,4202.91
,jacket,Toys,2935.2,FALSE,44.94,1376.93
,pants,Home Decor,2312.82,TRUE,72.05,2696.87
,socks,Home Decor,1466.25,TRUE,5.54,4575.47
,gloves,Home Decor,4259.44,FALSE,51.22,281.24
,watch,Sports Equipment,3312.88,FALSE,45.67,3803.53
,gloves,Books,2748.65,TRUE,13.49,3750.18
,socks,Toys,2384.98,TRUE,19.55,408.75
,shoes,Home Decor,2893.29,FALSE,11.27,3392.58
,scarf,Toys,687.5,FALSE,72.27,2935.47
,hat,Sports Equipment,2086.81,FALSE,68.48,3774.89
,scarf,Clothing,3492.48,TRUE,57.34,2754.73
,shoes,Toys,4617.53,FALSE,47.2,4067.59
,gloves,Electronics,2198.92,FALSE,33.18,3430.47
,scarf,Toys,2473.62,TRUE,20.49,2846.32
,gloves,Clothing,4716.98,FALSE,39.67,670.93
,scarf,Electronics,1421.6,FALSE,12.76,1603.07
,gloves,Toys,4202.45,FALSE,12.21,4025
,pants,Clothing,3985.88,FALSE,48.4,2852.84
,shoes,Books,3266.93,TRUE,23.29,312.25
,gloves,Home Decor,1868.45,TRUE,44.04,153.41
,gloves,Books,133.63,TRUE,73.63,3523.41
,watch,Books,4509.92,TRUE,24.48,470.55
,jacket,Home Decor,1518.96,FALSE,51.98,3998.74
,scarf,Home Decor,692.04,TRUE,1.4,4594.72
,hat,Electronics,3916.86,TRUE,90.29,370.59
,jacket,Home Decor,4641.5,TRUE,84.14,4730.1
,shirt,Books,2814.95,FALSE,73.68,3824.26
,shirt,Clothing,2180.27,FALSE,66.15,3875.56
,jacket,Toys,803.82,TRUE,49.05,2125.63
,watch,Toys,1874.76,TRUE,28.05,1784.59
,pants,Clothing,1300.75,TRUE,13.97,2605.78
,socks,Electronics,996.11,FALSE,22.46,3158.57
,gloves,Toys,1754.38,TRUE,38.51,446.64
,pants,Sports Equipment,2557.04,TRUE,36.83,308.41
,shirt,Electronics,283.6,FALSE,50.42,2446.19
,watch,Books,4904.43,TRUE,59.9,4916.86
,hat,Sports Equipment,4262.3,FALSE,45.17,461.27
,shirt,Toys,2448.47,FALSE,94.91,1047.27
,watch,Sports Equipment,1477.02,TRUE,53.71,3743.13
,belt,Sports Equipment,2192.19,FALSE,66.13,894.67
,gloves,Toys,270.36,TRUE,53.92,2759.18
,watch,Toys,3784.14,FALSE,88.77,3368.36
,jacket,Toys,2338.39,FALSE,65.64,3637.12
,shoes,Toys,3203.93,FALSE,60.51,1922.95
,scarf,Books,3627.59,FALSE,28.17,2514.82
,hat,Toys,3019.84,FALSE,47.04,4251.09
,jacket,Electronics,4029.16,FALSE,40.34,1713.39
,scarf,Home Decor,3246.37,TRUE,53.05,3793.78
,belt,Clothing,1266.25,FALSE,84.07,3888.84
,hat,Sports Equipment,4640.31,FALSE,43.13,1509.67
,shoes,Sports Equipment,1391,FALSE,47.62,4453.84
,shirt,Books,2463.74,FALSE,97.17,2092.76
,gloves,Toys,1364.56,FALSE,71.04,579.81
,socks,Sports Equipment,1001.33,TRUE,32.41,4892.02
,pants,Home Decor,3482.12,TRUE,39.25,2268.77
,belt,Electronics,3870.74,TRUE,70.62,3289.23
,watch,Books,3435.77,TRUE,4.21,681.29
,watch,Clothing,2143.92,TRUE,73.81,1347.07
,pants,Home Decor,725.53,TRUE,1.24,4011.29
,socks,Home Decor,3301.87,FALSE,6.84,1174.54
,watch,Electronics,758.53,FALSE,22.71,4731.22
,shoes,Clothing,3258.77,FALSE,81.61,3983.54
,hat,Sports Equipment,4704.47,TRUE,33.7,674.92
,shoes,Electronics,365.2,FALSE,80.49,4647.08
,watch,Sports Equipment,524.39,FALSE,52.42,2047.02
,socks,Clothing,3916.13,FALSE,3.39,1547.4
,shirt,Sports Equipment,3105.92,TRUE,47.68,4315.93
,scarf,Sports Equipment,2600.18,TRUE,28.12,3215.95
,jacket,Sports Equipment,977.53,FALSE,61.01,2003.98
,pants,Toys,3155.73,FALSE,22.63,3683.55
,gloves,Books,3603.7,FALSE,78.24,1238.86
,belt,Books,3389.42,TRUE,25.55,941.69
,shoes,Home Decor,3713.44,FALSE,92.91,2708.27
,belt,Clothing,4040.93,TRUE,80.14,2365.05
,belt,Sports Equipment,3152.64,TRUE,15.43,1510.16
,belt,Books,2658.2,FALSE,81.27,3277.58
,pants,Books,340.85,TRUE,20.7,2215.96
,scarf,Clothing,2538.51,FALSE,6.52,4860.13
,jacket,Home Decor,4956.21,FALSE,63.7,2537.82
,shirt,Clothing,418.74,FALSE,79.94,3942.3
,pants,Clothing,3906.88,TRUE,70.87,4132.4
,scarf,Home Decor,4034.1,FALSE,34.75,2520.41
,belt,Books,569.07,FALSE,95.46,1760.54
,jacket,Home Decor,206.76,TRUE,3.14,2503.4
,shirt,Sports Equipment,3201.21,TRUE,43.5,1387.06
,watch,Home Decor,1816.23,TRUE,99.59,828.95
,belt,Home Decor,2576.3,TRUE,53.15,580.58
,shoes,Sports Equipment,1899.04,FALSE,12.12,2890.02
,shoes,Toys,2646.96,FALSE,71.15,4720.53
,pants,Home Decor,3062.69,TRUE,75.91,723.36
,socks,Books,635.65,FALSE,54.44,4643.23
,socks,Clothing,2349.5,FALSE,24.84,3608.04
,socks,Books,1310.96,FALSE,28,4452.66
,gloves,Home Decor,1763.66,FALSE,9.09,2839.92
,jacket,Electronics,502.42,TRUE,25,2881.59
,watch,Home Decor,4515.57,FALSE,35.82,2234.23
,shoes,Books,812.71,FALSE,31.82,2115.19
,scarf,Home Decor,2867.48,TRUE,49.92,1442.16
,jacket,Electronics,3276.02,FALSE,92.45,714.56
,shirt,Toys,4322.1,FALSE,14.11,1212.17
,shirt,Clothing,1540.58,FALSE,50.46,1702.51
,shoes,Home Decor,1567.11,TRUE,87.12,4372.79
,jacket,Home Decor,2218.49,TRUE,15.72,813.43
,shirt,Electronics,574.43,TRUE,98.78,4468.86
,jacket,Home Decor,3888.62,FALSE,88,2980.99
,shoes,Electronics,2819.71,FALSE,15.72,715.94
,shirt,Toys,4040.97,TRUE,40.47,2408.79
,belt,Sports Equipment,1904.31,TRUE,80.35,4220.89
,pants,Toys,2856.81,TRUE,34.32,4911.33
,hat,Clothing,2634.04,TRUE,53.34,850.41
,shirt,Toys,3682.03,FALSE,11.78,72.72
,shirt,Books,194.77,FALSE,25.78,3433.1
,gloves,Clothing,3600.32,FALSE,40.83,2228.18
,shoes,Electronics,4675.7,TRUE,15.02,3879.79
,gloves,Toys,366.88,FALSE,84.93,4708.01
,socks,Books,3401.4,FALSE,50.33,29.17
,scarf,Sports Equipment,1213.25,FALSE,20.22,2091.73
,watch,Books,1766.11,FALSE,75.18,1931.81
,pants,Sports Equipment,2719.39,FALSE,68.76,1908.49
,belt,Electronics,3936.56,FALSE,38.14,4733.01
,socks,Clothing,1911.56,FALSE,73,4642.46
,jacket,Books,3281.5,TRUE,74.53,1938.42
,hat,Toys,172.24,FALSE,34.56,3650.14
,socks,Home Decor,2193.18,FALSE,71.49,4306.5
,hat,Clothing,1992.61,TRUE,16.74,813.43
,watch,Sports Equipment,1477.38,TRUE,6.82,4136.55
,jacket,Books,1183.48,TRUE,41.99,3927.92
,socks,Toys,3337.87,FALSE,42.18,382.91
,belt,Clothing,4947,TRUE,52.09,4137.27
,gloves,Electronics,1000.67,TRUE,93.12,1639.29
,socks,Home Decor,4852.95,TRUE,30.99,4243.56
,socks,Clothing,4871.51,TRUE,15.96,2417.63
,socks,Clothing,3759.15,FALSE,47.24,516.15
,watch,Books,4870.62,TRUE,25.95,888.09
,shoes,Home Decor,2544.42,FALSE,49.05,2484.79
,jacket,Toys,2040.36,FALSE,16.24,4047.75
,shirt,Home Decor,122.27,TRUE,71.97,1664.52
,scarf,Books,1969.95,TRUE,86.74,4438.39
,watch,Books,2568.57,FALSE,59.7,810.69
,scarf,Sports Equipment,1439.52,TRUE,81.02,4250.32
,scarf,Sports Equipment,1093.36,FALSE,35.5,4473
,shirt,Sports Equipment,1835.96,TRUE,50.09,2817.55
,jacket,Books,4461.14,TRUE,5.67,3343.57
,belt,Sports Equipment,1963.94,TRUE,52.73,960.45
,gloves,Sports Equipment,1193.54,TRUE,78.66,2640.74
,hat,Toys,4517.41,FALSE,24.31,63.45
,socks,Clothing,4885.03,TRUE,32.23,4824.88
,watch,Toys,2755.6,FALSE,86.73,3838.14
,jacket,Clothing,4256.13,TRUE,39.27,4426.84
,jacket,Sports Equipment,4065.82,FALSE,24.24,3997.7
,shoes,Home Decor,266.22,FALSE,60.87,4318.71
,socks,Electronics,4338.28,TRUE,27.3,1599.36
,gloves,Sports Equipment,3050.17,TRUE,10.12,1252.01
,socks,Home Decor,3817.18,TRUE,92.33,1655.49
,belt,Toys,4804.18,TRUE,55.09,2184.32
,watch,Toys,3065.66,TRUE,96.1,4065.98
,scarf,Books,4578.84,FALSE,78.59,1920.55
,gloves,Clothing,3617.72,TRUE,50.65,46.1
,gloves,Sports Equipment,4345.44,FALSE,25.69,1928.47
,shoes,Toys,2684.24,FALSE,21.01,244.89
,jacket,Clothing,4414.25,FALSE,60.77,1750.2
,belt,Home Decor,4123.3,TRUE,42.7,1561.11
,pants,Home Decor,4218.22,FALSE,25.12,4764.31
,gloves,Toys,2459.65,FALSE,7.86,410.46
,shoes,Home Decor,4904.28,TRUE,52.58,1612.31
,socks,Toys,4077.89,TRUE,9.33,4816.78
,shoes,Sports Equipment,749.88,FALSE,67.99,442.71
,belt,Toys,1647.42,TRUE,60.91,4672.28
,pants,Clothing,3298.85,FALSE,59.79,3382.19
,socks,Home Decor,4274.98,FALSE,47.73,4652.27
,belt,Electronics,2444.22,TRUE,74.54,2185.57
,jacket,Clothing,1214.28,TRUE,31.58,4013.51
,socks,Toys,3419.11,TRUE,34.31,4731.42
,jacket,Books,2230.19,FALSE,72.85,591.43
,socks,Home Decor,212.24,TRUE,77.52,3361.89
,socks,Sports Equipment,2041.67,TRUE,49.29,181.39
,shirt,Electronics,1929.82,TRUE,94.99,1311.19
,socks,Clothing,1612.14,FALSE,16.57,4365.98
,shoes,Toys,3047.92,FALSE,97.47,4448.18
,gloves,Electronics,4229.17,FALSE,64.5,4806.03
,socks,Home Decor,2740,FALSE,24.37,2571.91
,belt,Sports Equipment,1162.05,TRUE,75.23,3513.37
,scarf,Books,427.68,FALSE,56.5,4177.71
,gloves,Toys,1486.64,FALSE,90.78,750.92
,shoes,Sports Equipment,3944.09,FALSE,51.04,3903.84
,gloves,Home Decor,886.82,TRUE,49.4,2518.76
,shirt,Home Decor,4221.94,TRUE,20.99,3946.8
,jacket,Home Decor,1174.26,TRUE,94.98,789.91
,pants,Sports Equipment,2465.46,TRUE,1.28,4470.89
,shoes,Toys,3336.57,TRUE,62.77,311.15
,shoes,Toys,3579.46,TRUE,90.35,34.56
,scarf,Sports Equipment,1521.87,FALSE,59.63,4734.68
,shirt,Toys,3921.27,TRUE,64.06,873.21
,pants,Sports Equipment,1201.74,TRUE,40.01,4273.44
,gloves,Home Decor,1286.79,FALSE,91.16,3159.8
,pants,Electronics,29.58,FALSE,37.25,3772.52
,pants,Clothing,3738.35,FALSE,1.31,4974.32
,hat,Books,4029.07,FALSE,93.81,3548.24
,hat,Books,1562.11,FALSE,62.18,930.72
,gloves,Electronics,4716.37,TRUE,17.13,659.24
,hat,Home Decor,4594.87,FALSE,27.89,4660.09
,shirt,Clothing,1249.57,TRUE,2.58,4493.96
,gloves,Books,4907.65,FALSE,89.28,3756.81
,watch,Sports Equipment,2903.36,FALSE,56.37,3274.84
,jacket,Clothing,4936.23,TRUE,73.21,1026.72
,jacket,Sports Equipment,447.91,FALSE,32,4290.32
,socks,Sports Equipment,1813.22,TRUE,9.67,2557.72
,belt,Electronics,3484.42,TRUE,26.34,1364.63
,jacket,Home Decor,3186.81,TRUE,12.29,3529.03
,pants,Electronics,512.58,TRUE,80.35,3014.2
,jacket,Clothing,716.71,TRUE,91.97,346.39
,shoes,Home Decor,1617.93,TRUE,96.81,10.42
,jacket,Sports Equipment,4226.63,TRUE,28.13,2944.45
,scarf,Clothing,897.62,FALSE,47.78,1818.54
,watch,Home Decor,4092.08,TRUE,22.78,115.73
,hat,Toys,4863.44,TRUE,58.87,2368.08
,watch,Home Decor,4713.69,TRUE,40.81,4172.57
,shoes,Clothing,4365.23,TRUE,51.71,2633.14
,gloves,Books,1889.34,FALSE,36.9,1455.11
,pants,Toys,2417.08,FALSE,47.41,2235.65
,belt,Books,2282.85,TRUE,63.21,1723.25
,socks,Home Decor,2456.18,TRUE,76.59,3242.22
,jacket,Electronics,4956.76,FALSE,31.72,2016.94
,shirt,Electronics,4528.59,TRUE,27.27,209.99
,pants,Electronics,1286.49,FALSE,85.15,938.96
,pants,Books,3365.74,FALSE,15.49,4013.73
,watch,Home Decor,2571.08,TRUE,8.86,3613.55
,shirt,Toys,1575.22,TRUE,41.41,1358
